Description,Test_ID,anger,boredom,enthusiasm,fun,happiness,hate,love,neutral,relief,sadness,surprise,worry
i feel irritated useless and hopeless,246,0,0,0,0,0,0,0,1,0,0,0,0
i don t feel bothered about it getting credit equals getting debt and i have no interest in doing that again,247,0,0,0,0,0,0,0,1,0,0,0,0
i hurt your feelings or angered you with my last rant im sorry,248,0,0,0,0,0,0,0,1,0,0,0,0
i feel petty things but not to the extent that humans seem to feel them wars have been started over stupid little things and try as i might i cannot understand how things such as loving two people or feeling jealous can lead to murder and unhappiness,250,0,0,0,0,0,0,0,1,0,0,0,0
i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,251,0,0,0,0,0,0,0,1,0,0,0,0
i feel better now on the menu tonight,253,0,0,0,0,0,0,0,1,0,0,0,0
i feel so hesitant to say anything positive trying to hold my breath so to speak because none of this really matters until i know that shaun has passed the dlpt,254,0,0,0,0,0,0,0,1,0,0,0,0
i feel stressed out i would watch movies alone or just walk on the streets alone,255,0,0,0,0,0,0,0,1,0,0,0,0
i slough off the carapace of crud that has enveloped me for the past thirty odd hours i feel invigorated and finally ready to face the day,256,0,0,0,0,0,0,0,1,0,0,0,0
i discovered that it gave me a great feeling of satisfaction to produce a blog post a delicious dish a few photos a written recipe that tangible job completed feeling that s rare in my life as a stay at home mom,257,0,0,0,0,0,0,0,1,0,0,0,0
i feel a lot of pressure but i am determined to finish them so that i can visit my sister in may with a clear conscience,258,0,0,0,0,0,0,0,1,0,0,0,0
i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote,259,0,0,0,0,0,0,0,1,0,0,0,0
i feel bitchy i guess,260,0,0,0,0,0,0,0,1,0,0,0,0
i much regret that i allowed johann to accompany me from khartoum i feel convinced he can never rally from his present descara,261,0,0,0,0,0,0,0,1,0,0,0,0
i feel have been convinced by many factors in our culture of a kind of cooking mystique,262,0,0,0,0,0,0,0,1,0,0,0,0
im feeling a much more festive with the tree in,264,0,0,0,0,0,0,0,1,0,0,0,0
i feel like as a creative professional you need to have that unpressed creative outlet to get re inspired,265,0,0,0,0,0,0,0,1,0,0,0,0
i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,266,0,0,0,0,0,0,0,1,0,0,0,0
i feel like i am being obnoxious by posting every three seconds,267,0,0,0,0,0,0,0,1,0,0,0,0
a girl entered in the division where i work and greeted everybody but not me,268,0,0,0,0,0,0,0,1,0,0,0,0
i started to feel apprehensive about it,269,0,0,0,0,0,0,0,1,0,0,0,0
i should not feel afraid we can stop shoulding all over ourselves,270,0,0,0,0,0,0,0,1,0,0,0,0
im feeling bitter towards them god,271,0,0,0,0,0,0,0,1,0,0,0,0
im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,272,0,0,0,0,0,0,0,1,0,0,0,0
i can understand feeling uncertain about the abc link,274,0,0,0,0,0,0,0,1,0,0,0,0
i came to china feeling a little frightened of everything around me,275,0,0,0,0,0,0,0,1,0,0,0,0
i tired of hearing of these unique communications special feelings and how sincere you are,276,0,0,0,0,0,0,0,1,0,0,0,0
i do feel weird why seldom people eat at there,278,0,0,0,0,0,0,0,1,0,0,0,0
i am not feeling fearful,279,0,0,0,0,0,0,0,1,0,0,0,0
i slow a bit to stay with him partly because i am feeling like if i start to win he will just give up and partly because i am afraid that if i push it he will kill himself trying to stay with me,280,0,0,0,0,0,0,0,1,0,0,0,0
i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,281,0,0,0,0,0,0,0,1,0,0,0,0
i feel that the very foundations of my faith have been shaken to the core,282,0,0,0,0,0,0,0,1,0,0,0,0
i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by,283,0,0,0,0,0,0,0,1,0,0,0,0
i did not feel like i was on the edge and it got to a point where i wasn t bothered about who wins and to hell with it whether this fight will even end,284,0,0,0,0,0,0,0,1,0,0,0,0
i feel crazily indecisive impulsive just in a,285,0,0,0,0,0,0,0,1,0,0,0,0
i feel overwhelmed when i think of a country suffering,286,0,0,0,0,0,0,0,1,0,0,0,0
i feel so heartless sometimes because i do not have the ability to mourn for the lost of someone relating to my past grandparents,287,0,0,0,0,0,0,0,1,0,0,0,0
i feel really free i feel that i can grow wings amp fly,288,0,0,0,0,0,0,0,1,0,0,0,0
i couldnt help feel infuriated when i had left the building,289,0,0,0,0,0,0,0,1,0,0,0,0
i just feel kind of heartless now,290,0,0,0,0,0,0,0,1,0,0,0,0
im not sure that feeling slightly wronged by the police the sheriff or the tsa is always a bad thing,293,0,0,0,0,0,0,0,1,0,0,0,0
i am feeling especially lively,294,0,0,0,0,0,0,0,1,0,0,0,0
i didn t need to mention our difference but i was feeling very vulnerable because of the differences and was having a bit of fear that in someway i am doing something wrong,295,0,0,0,0,0,0,0,1,0,0,0,0
im already feeling less agitated,296,0,0,0,0,0,0,0,1,0,0,0,0
i want to feel energetic again and when i do just that bit of exercise every day be it minutes i feel more awake energized and more focused,297,0,0,0,0,0,0,0,1,0,0,0,0
i feel like a greedy person for liking two people,298,0,0,0,0,0,0,0,1,0,0,0,0
i do feel offended and i think justly,299,0,0,0,0,0,0,0,1,0,0,0,0
im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,300,0,0,0,0,0,0,0,1,0,0,0,0
im most expressive when i feel distraught,301,0,0,0,0,0,0,0,1,0,0,0,0
i have a feeling that the smell is not going to be pleasant,302,0,0,0,0,0,0,0,1,0,0,0,0
i have control issues though they really only kick badly when i feel unprotected or dont trust my safety net,303,0,0,0,0,0,0,0,1,0,0,0,0
i cant let all these feeling in one blink im not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap,304,0,0,0,0,0,0,0,1,0,0,0,0
i feel so despised and i feel this world is crumbling onto me again,305,0,0,0,0,0,0,0,1,0,0,0,0
i feel bore and restless,306,0,0,0,0,0,0,0,1,0,0,0,0
i don t feel frustrated anymore from the fierce us media campaign against egypt because the more they attack us the more we know that we are on the right track,307,0,0,0,0,0,0,0,1,0,0,0,0
i need to manage my spending money more wisely but im feeling uncertain and stressed as of late,308,0,0,0,0,0,0,0,1,0,0,0,0
i feel far too distracted to actually write anything of substance,311,0,0,0,0,0,0,0,1,0,0,0,0
i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes,312,0,0,0,0,0,0,0,1,0,0,0,0
i heard it somehow it brings me good feeling strange,313,0,0,0,0,0,0,0,1,0,0,0,0
i started explaining what my biggest problems were bottling up my feelings and then dumping all those problems onto one person and my selfish search for happiness when i had felt everyone around me had found their happiness,314,0,0,0,0,0,0,0,1,0,0,0,0
ive had a somewhat difficult time trying to find something to feel thankful for,315,0,0,0,0,0,0,0,1,0,0,0,0
i feel like people like this arent getting caught therefore the government plays it up when they catch criminals of petty crimes to make themselves look better,316,0,0,0,0,0,0,0,1,0,0,0,0
i call someone i feel like i need to at least talk a few minutes to not be rude,317,0,0,0,0,0,0,0,1,0,0,0,0
i think i m also feeling restless,318,0,0,0,0,0,0,0,1,0,0,0,0
i asked them to join me in creating a world where all year old girls could grow up feeling hopeful and powerful,319,0,0,0,0,0,0,0,1,0,0,0,0
i feel strange being thankful when such awful things on the other sides of the oceans that surround that country happen on a daily basis,320,0,0,0,0,0,0,0,1,0,0,0,0
i knew i needed to get over there but had been dragging my feet a combo of feeling intimidated by the language barrier and the kids nap schedules,321,0,0,0,0,0,0,0,1,0,0,0,0
im told by horsey people that they are a rare find so i feel quite lucky,322,0,0,0,0,0,0,0,1,0,0,0,0
i feel that as we study him we find that he was indeed a perfect example of what any christian and especially a latter day saint should be,323,0,0,0,0,0,0,0,1,0,0,0,0
i was feeling rebellious so i ate it,324,0,0,0,0,0,0,0,1,0,0,0,0
i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,325,0,0,0,0,0,0,0,1,0,0,0,0
i was still feeling weird about the day before,326,0,0,0,0,0,0,0,1,0,0,0,0
i feel like now i have the opportunity to become smart to embrace knowledge and really learn about everything i have daydreamed of learning,327,0,0,0,0,0,0,0,1,0,0,0,0
i feel useful again and serves as a reminder that ive come a long way since the first days of vertigo,328,0,0,0,0,0,0,0,1,0,0,0,0
i could feel the blood in my veins go cold,329,0,0,0,0,0,0,0,1,0,0,0,0
i started to feel super emotional all the time which was so strange,330,0,0,0,0,0,0,0,1,0,0,0,0
im feeling pretty rebellious right now because im writing this is my engineering class,331,0,0,0,0,0,0,0,1,0,0,0,0
i feel my life being threatened by illness i lose my mind,333,0,0,0,0,0,0,0,1,0,0,0,0
i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods,334,0,0,0,0,0,0,0,1,0,0,0,0
i feel so frustrated but i cant tell them i am,335,0,0,0,0,0,0,0,1,0,0,0,0
i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so,336,0,0,0,0,0,0,0,1,0,0,0,0
i feel the eyes of many turn away disgusted by the self indulgence the audacity of a british woman to admit this point of failure,337,0,0,0,0,0,0,0,1,0,0,0,0
i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things,338,0,0,0,0,0,0,0,1,0,0,0,0
i feel jealous of everyone who has the chance to meet you everyday,339,0,0,0,0,0,0,0,1,0,0,0,0
i brought up privately a couple weeks ago that i felt targeted after feeling frustrated and belittled,340,0,0,0,0,0,0,0,1,0,0,0,0
im sure its a great film but i guess i wasnt feeling too appreciative and just had a long day,342,0,0,0,0,0,0,0,1,0,0,0,0
i feel suspicious of innanimate objects and as though my house is actually the set of a play or a movie or some kind of model of itself and how did i come to be here and why is that carpet looking up at me like that,343,0,0,0,0,0,0,0,1,0,0,0,0
i feel hesitant to be putting the words on this page feeling like every time i hit a key i am tempting fate to take this away from me,344,0,0,0,0,0,0,0,1,0,0,0,0
i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,345,0,0,0,0,0,0,0,1,0,0,0,0
i feel that it could have been a more successful outcome had i explored new styles but kept it close to me and remained myself,346,0,0,0,0,0,0,0,1,0,0,0,0
i feel glad i can still teach him at home myself,347,0,0,0,0,0,0,0,1,0,0,0,0
im feeling overwhelmed i can just give people the middle finger or tell them to f off,348,0,0,0,0,0,0,0,1,0,0,0,0
ive had a feeling of being satisfied with the performance of my car,349,0,0,0,0,0,0,0,1,0,0,0,0
i tend to lose feel for the water pretty quickly when im not in the water every other day and i felt this during the race,350,0,0,0,0,0,0,0,1,0,0,0,0
my flatmate was asking questions about my relationship with my boyfriend,351,0,0,0,0,0,0,0,1,0,0,0,0
i feel honoured that she has chosen to share this with me,352,0,0,0,0,0,0,0,1,0,0,0,0
i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared,353,0,0,0,0,0,0,0,1,0,0,0,0
i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,354,0,0,0,0,0,0,0,1,0,0,0,0
ive worked plenty of them and have yet to find one that leaves me feeling satisfied with the way ive spent another day that i will never get back,357,0,0,0,0,0,0,0,1,0,0,0,0
i find myself feeling agitated because of how what the kids are playing i ask myself did i play this way when i was little,359,0,0,0,0,0,0,0,1,0,0,0,0
i don t have any issues with the obvious i went chinese with them yesterday and i wasn t feeling hostile towards any of them,361,0,0,0,0,0,0,0,1,0,0,0,0
i sat with dave atell at first trying not to feel rude while the guys were eating,363,0,0,0,0,0,0,0,1,0,0,0,0
im good at hiding my true feelings or blurting them out in sarcastic tones,364,0,0,0,0,0,0,0,1,0,0,0,0
ive been feeling really energetic at night and honestly i needed this,365,0,0,0,0,0,0,0,1,0,0,0,0
i can feel the beginnings of a cold so i figured i deserve a heinously hot bath,366,0,0,0,0,0,0,0,1,0,0,0,0
im inclined to believe that im simply too lazy to feel particularly greedy,367,0,0,0,0,0,0,0,1,0,0,0,0
